workflow_row_id,stdi_vs_original,theme_drift_vs_original,subtopic_drift_vs_original,entity_drift_vs_original,relation_drift_vs_original,contradiction_drift_vs_original,vad_drift_vs_original,content_drift_vs_original,valence_drift_vs_original,arousal_drift_vs_original,dominance_drift_vs_original,subtopic_count_delta,entity_count_delta,relation_count_delta,word_count_ratio,verification_status
c492be7a5ea4af55ed0f88165a6316d068512052ba3ec68c569168f7cd9d7cd8,0.977864,1.0,1.0,0.888889,1.0,0.0,0.01945,0.977778,0.003762,0.041642,0.012946,1,0,2,0.7988980716253443,unverified_generated
c08549f1fb03055f930994f50f6e94b85dc53af79e36da72cab0a165211918f0,0.920846,1.0,1.0,0.6,1.0,0.0,0.052867,0.92,0.079441,0.066102,0.013059,1,2,0,0.7716262975778547,unverified_generated
a94b1c8ce65e309aee04833619bcf18ecf6b81610fe3bad42921608da978f265,0.900671,1.0,1.0,0.444444,1.0,0.5,0.033548,0.888889,0.036167,0.052001,0.012475,1,0,1,0.8841309823677582,unverified_generated
e826eaad302c97dd889770e41f40eada285e60a17edd86de8984e960db6038d0,0.834026,1.0,1.0,0.166667,1.0,0.0,0.020782,0.833333,0.004365,0.012332,0.045649,1,1,1,0.8281786941580757,unverified_generated
e3b2373882dd8a393391be57965f9c0e4fc946d167102398fbe8b9241b9f4987,0.942103,1.0,0.888889,0.818182,1.0,0.0,0.058781,0.941414,0.060363,0.093111,0.02287,0,-1,0,0.9454191033138402,unverified_generated
ffa5ab821313787972b6e36f31ac233a5e70901044deb0f3bddf2dac19ce0e58,0.92576,1.0,1.0,0.625,1.0,0.0,0.050643,0.925,0.010357,0.130351,0.01122,-1,1,0,0.6329787234042553,unverified_generated
b3aad251350d48049c1ea07abaaa6fc6c017a48b82b8cf72c1d99c8542145ed2,0.871853,1.0,0.857143,0.5,1.0,0.0,0.016491,0.871429,0.005087,0.037645,0.006742,0,0,1,0.49794238683127573,unverified_generated
1a05984e945086bf49b36174cf951b5577e9506a50e54855a001826a0d8cc653,0.900335,1.0,1.0,0.5,1.0,0.0,0.016743,0.9,0.014459,0.023437,0.012333,0,1,0,1.110062893081761,unverified_generated
16636161e4b87e9c98ad7dcbaa83c7e99e68ebbb87ff2bda300ad47750aef7ae,0.758371,1.0,1.0,0.0,0.888889,0.0,0.057583,0.755556,0.026511,0.113861,0.032377,-1,0,0,0.8394793926247288,unverified_generated
0a2923e566fd716cf0ea63d06890b612ca95bb46212271dfbaf60fcddebf5fcb,0.927556,1.0,1.0,0.636364,1.0,0.0,0.019443,0.927273,0.000588,0.045512,0.012229,0,1,0,1.196035242290749,unverified_generated
2ef14c43ee8f8a7fd419364743826ad38a5fda4ccd5056581f26926adba83e1c,0.917091,1.0,1.0,0.583333,1.0,0.0,0.025433,0.916667,0.009411,0.061757,0.005131,0,1,1,0.8984375,unverified_generated
0e8df30d6408fa2fe86a2d685276e3234abb1fa41b3cc4095b7d2eb24c93db5c,0.949178,1.0,1.0,0.7,1.0,0.75,0.017441,0.94,0.008299,0.018543,0.02548,1,-1,0,0.9017341040462428,unverified_generated
c1fd1382834e84818f9cf2f08076800f79bd03c586c09858c95b016331dc0be5,0.806413,1.0,1.0,0.25,0.888889,0.0,0.022049,0.805556,0.005692,0.03341,0.027044,1,0,0,1.1383647798742138,unverified_generated
c17ba815f967a095e4a7e94fb9467e36ef11548858087f9b89a3de0c98797081,0.551916,0.0,0.833333,0.0,0.9,0.25,0.017596,0.526667,0.010088,0.028081,0.01462,1,0,1,0.8327272727272728,unverified_generated
fb554d329459883f5828730d10ac1de7857602bcd43739f2e69bd8b61aca7ca1,0.835899,1.0,0.888889,0.285714,1.0,0.0,0.029637,0.834921,0.016409,0.058226,0.014277,0,2,0,0.8562300319488818,unverified_generated
0320ed050541ebbe8d763a73f8563a21e3199afbe9e7bd83eb16b97a34afa317,0.912589,1.0,0.857143,0.7,1.0,0.0,0.065517,0.911429,0.073289,0.094197,0.029065,-2,-3,0,0.23618090452261306,unverified_generated
7734e1038479bbd9be6671e723a9f6d788ea4a4ac5f702ac15d93a012c37d1e4,0.900885,1.0,1.0,0.5,1.0,0.0,0.044253,0.9,0.037114,0.0785,0.017146,-1,1,1,1.0277008310249307,unverified_generated
130e3cf1528a8fc5be68b45dd12171bb2a2e6ea1bbe5d804abda85acd8a80369,0.851162,1.0,1.0,0.25,1.0,0.0,0.03874,0.85,0.024945,0.072319,0.018955,-1,1,0,0.367983367983368,unverified_generated
dde0fa452c451d057b5c4f3c532714627d483be7426672b1f83fb5ae71c15dcd,0.800269,1.0,1.0,0.0,1.0,0.0,0.006732,0.8,0.013423,0.004196,0.002578,0,0,0,0.9171428571428571,unverified_generated
5e77489eb6a8c11496cd7967fef6edf818f933d2d2a064c3c8cc2fb34cd97ee7,0.78939,1.0,1.0,0.166667,0.888889,0.0,0.011864,0.788889,0.013,0.01415,0.008443,1,1,0,0.425531914893617,unverified_generated
fd0bba3f0f34102a7073a985e3e6f0cc93b7e35d499b0811fbd3916fae6f166b,0.925502,1.0,1.0,0.625,1.0,0.0,0.03348,0.925,0.034837,0.038387,0.027217,1,1,0,1.0135135135135136,unverified_generated
7b716c6074eed8b6a2625a848d87b122f28109da5bfb1bd6c63dea55c06effae,0.844327,1.0,1.0,0.4,0.909091,0.0,0.022086,0.843636,0.021448,0.041177,0.003632,-1,-2,0,0.8735632183908046,unverified_generated
1aeafa9c3e381e1906313c5d76ac8503d6ec67fd79366bdca486114ded60aaf2,0.831397,1.0,1.0,0.333333,0.909091,0.0,0.032223,0.830303,0.050982,0.040439,0.005248,0,0,2,0.8823529411764706,unverified_generated
bb8cf126982e36f8f6d9f0b71ae43c0a10d0d7b4fd29c394a79f57b694d750f9,0.900507,1.0,1.0,0.5,1.0,0.0,0.025329,0.9,0.027652,0.045475,0.00286,0,-1,0,0.7881679389312977,unverified_generated
fa030a82aaa1bac28e61a3b59e1d7f417e3d036a5e39fbf679d68fbae6a8c861,0.884725,1.0,0.857143,0.5,1.0,0.5,0.018992,0.871429,0.01966,0.034656,0.002661,0,0,0,1.144736842105263,unverified_generated
8557085f1e49079b1f38fcbfbbf3abd675ca7de630b6c880f3152f1ef3c323a5,0.8176,1.0,1.0,0.333333,0.875,0.0,0.025451,0.816667,0.043204,0.031341,0.001807,0,-1,1,0.8096885813148789,unverified_generated
22a3795d0faac64bbdefe8a774ee086c610b36cfe032f636fcdeaa6ee4622d61,0.854584,1.0,0.833333,0.636364,0.9,0.0,0.022061,0.853939,0.01915,0.016844,0.030189,-1,-3,-1,0.6088082901554405,unverified_generated
bc9581a11cb0d94295a32e0819878642b48d3631edd259e52447b846beeb5214,0.911795,1.0,1.0,0.555556,1.0,0.0,0.038459,0.911111,0.035882,0.076702,0.002792,-1,1,-1,0.7358078602620087,unverified_generated
559d9c9aa00a92c9739b912927c0a175db621742e15f1ab8e47872b5650d855c,0.974508,1.0,1.0,0.857143,1.0,0.5,0.043245,0.971429,0.02253,0.100925,0.006279,2,2,1,0.7985401459854015,unverified_generated
7211ee750a369b0045043d4a0f5a49fcaad9a3f931d16d0ee13b2bbb9ca998fc,0.851181,1.0,1.0,0.166667,1.0,0.5,0.039375,0.833333,0.010363,0.059394,0.048368,0,-1,-2,0.1213235294117647,unverified_generated
022021371b24731b18f3c1cd1ed5a4a317a49d7dc93cf6345b7170c74a87d64d,0.925539,1.0,1.0,0.625,1.0,0.0,0.035912,0.925,0.05702,0.015618,0.035097,-1,-1,-1,0.28982300884955753,unverified_generated
98766492433e033779387df4916e56a2b7767a6ea820e80e9cfee35ab5ccae08,0.843624,1.0,0.875,0.333333,1.0,0.0,0.061822,0.841667,0.005361,0.147541,0.032564,1,3,0,1.1229235880398671,unverified_generated
ea9dbeb2e1385e12260bbb4dfa667759989047bddd3a6de7d3f40b2014d395ff,0.808639,1.0,1.0,0.090909,0.888889,0.75,0.025008,0.773737,0.005068,0.052551,0.017406,0,-1,0,1.059375,unverified_generated
5f7b1b64db7be5d471c0f17a20fec4b7e1d8758e09438fa9237ca03d52a96f46,0.940219,1.0,1.0,0.7,1.0,0.0,0.018246,0.94,0.029373,0.013414,0.01195,0,-3,-1,0.2236180904522613,unverified_generated
b8546d27a82b67dc0476ee8ac8b1ae2e3f1c9220c09d8e1c4781ee218cc93f3f,0.845249,1.0,1.0,0.444444,0.888889,0.0,0.025849,0.844444,0.019551,0.056535,0.001462,1,0,0,0.8119122257053292,unverified_generated
89512e47657df8549be180c1c68fa00e9b2b0cf6b7b25be1812cf0e985fbb888,0.547761,0.0,0.875,0.3,0.777778,0.0,0.018178,0.546111,0.004696,0.030315,0.019523,1,1,-1,1.188034188034188,unverified_generated
7064a0fa402ba06694bc3b80c70ebcbfb36a9c37c4f00e11d32e82caf4af1fac,0.932457,1.0,1.0,0.6,1.0,0.75,0.033611,0.92,0.038556,0.057318,0.004958,0,-2,-1,0.6015037593984962,unverified_generated
6284389ccc0bf4ad91547671959871da802c80754b6edb6436f11c9fd3c5ac5d,0.886967,1.0,1.0,0.428571,1.0,0.0,0.054805,0.885714,0.048746,0.087866,0.027802,0,1,-1,0.26605504587155965,unverified_generated
0aac8b8df0f79223c45580244848c1dc09c558a1772e0cf8490314a792a696cc,0.900569,1.0,1.0,0.5,1.0,0.0,0.028446,0.9,0.026241,0.050563,0.008533,2,3,2,0.6925133689839572,unverified_generated
54c03437a5aa83393b5716efe5efe91d65dbd0fef33de680d2aad918b2dcad6e,0.933877,1.0,1.0,0.666667,1.0,0.0,0.040748,0.933333,0.032519,0.06429,0.025434,0,-2,1,1.0723684210526316,unverified_generated
368e1f15732f356fe60ae9258beb3d8efc3dab76938d6e449ce65518b290b61d,0.90032,1.0,1.0,0.5,1.0,0.0,0.01601,0.9,0.004762,0.033564,0.009705,0,0,0,0.9860834990059643,unverified_generated
2d1ba7ec5405e5d5393c24574ca7cfafd926100bfe674ab8635191e0b764d116,0.890279,1.0,1.0,0.444444,1.0,0.0,0.062565,0.888889,0.053739,0.117494,0.016461,1,0,0,0.83008356545961,unverified_generated
e9a966a51bf7921d68dee5166d0e9ef277f3041b90e6afe08ec7d8d68f142b22,0.677007,0.0,0.875,0.5,1.0,0.0,0.030871,0.675,0.030373,0.044575,0.017665,-1,-2,0,0.7258064516129032,unverified_generated
06fc3f36f7be329d4e90ef7b9559a9cd29e8da796453a369ff25469cffaa225b,0.925241,1.0,1.0,0.625,1.0,0.0,0.016059,0.925,0.019167,0.013967,0.015043,0,1,0,0.3657289002557545,unverified_generated
d4d45f28c576c450a4df45545b4f5a516583215e420f3933523b07ab7f7d852b,0.836775,1.0,1.0,0.4,0.888889,0.0,0.037084,0.835556,0.006488,0.100921,0.003843,-1,-2,0,0.8020833333333334,unverified_generated
cce8ce16f594152782baddc12af3a75caf16f654dc5410e1de5b4abba3ab79eb,0.914657,1.0,1.0,0.571429,1.0,0.0,0.021672,0.914286,0.026755,0.030781,0.00748,0,-2,-1,0.6097560975609756,unverified_generated
280531020d94845d57409d19c48427d36ec612a3a3846b67f78d22f027843ec8,0.897404,1.0,1.0,0.428571,1.0,0.5,0.012718,0.885714,0.008187,0.015872,0.014094,1,-1,-1,0.2243436754176611,unverified_generated
bb087da38924e65067f14c6873ad4d9daab4bdeb9192fbc37a31baeccdb0b155,0.92485,1.0,1.0,0.6,1.0,0.25,0.055892,0.92,0.054658,0.106905,0.006113,0,-2,0,0.7636986301369864,unverified_generated
facfba76d09feaf3ec9b89bbd193432a09a1b8f95da5c7b7d201d7e15f83d4e2,0.880366,1.0,1.0,0.6,0.9,0.0,0.01527,0.88,0.0088,0.023602,0.013409,1,0,-1,0.5338882282996433,unverified_generated
2ac04f9d86513cf2316140d91f87bdc5d932ef3dbf6f46cc3cac9a89bedd647e,0.829919,1.0,0.857143,0.285714,1.0,0.0,0.039318,0.828571,0.055599,0.038737,0.023619,0,0,-1,0.3994413407821229,unverified_generated
3e68c4e5bbb5292265b42a23e7946423eedb211613bfab4374313d29a03fb40d,0.900833,1.0,1.0,0.5,1.0,0.0,0.041642,0.9,0.023032,0.092766,0.009127,1,0,0,0.966903073286052,unverified_generated
f32ce546915ef34c9903fbdda5505e9762faee7609a2ec09ecdc34ac5c4975e0,0.797352,1.0,0.875,0.111111,1.0,0.0,0.003203,0.797222,0.003251,0.000982,0.005376,-1,1,-1,1.1141304347826086,unverified_generated
4e74a013c7dc5c5f2e9b861cf066504fd97f93e2e187ba86d4261bb3d97223c7,0.914582,1.0,1.0,0.571429,1.0,0.0,0.017268,0.914286,0.037622,0.006476,0.007706,0,-2,-2,0.13848920863309352,unverified_generated
052bb0e6571dc5948deb7fec65d8c0a933ba7a58c87d2678c9e78907e25df573,0.829012,1.0,0.875,0.444444,0.909091,0.0,0.043104,0.827525,0.012573,0.091,0.025739,1,0,0,0.7808219178082192,unverified_generated
f039a36d053964a9deb736fdf7ef4d52e69b4373ddab50fe116d251b662dfbbf,0.903891,1.0,1.0,0.428571,1.0,0.75,0.05322,0.885714,0.057369,0.099198,0.003092,0,1,0,0.6424242424242425,unverified_generated
882d90e8ad19a50ddc6d6341be010c3318c92ddf1d92e966cc23d59a08c86621,0.909807,1.0,1.0,0.545455,1.0,0.0,0.039364,0.909091,0.050687,0.057584,0.009821,2,0,0,0.78330658105939,unverified_generated
94e3fec946047a7c46e91a665bca92cace8c17d9bc432f514e5ef64a52e8dba0,0.915318,1.0,1.0,0.5,1.0,0.75,0.018709,0.9,0.007968,0.030896,0.017263,0,2,1,0.8994413407821229,unverified_generated
fd2758945a60d3d4beca6330ecc155b4f75bd56c697d86ea948701a833b36f74,0.867447,1.0,1.0,0.333333,1.0,0.0,0.02928,0.866667,0.009256,0.069922,0.008663,0,-2,-1,0.2865671641791045,unverified_generated
f674574751e213f22a02dce05b3a02c775af53f4e2ebd687823ec1377bbfabeb,0.886433,1.0,1.0,0.428571,1.0,0.0,0.031461,0.885714,0.029453,0.05076,0.01417,1,1,1,0.8203125,unverified_generated
92588f013ff7821f4a00825267f870cf0d36084df5b2b547891b2b2d17fb05e4,0.92545,1.0,1.0,0.625,1.0,0.0,0.030026,0.925,0.01018,0.075789,0.004108,0,-1,1,0.7483296213808464,unverified_generated
c0955661b545565edc5677dea37469d98869163504e56dfd0e20b9dbe84d47ff,0.817553,1.0,1.0,0.333333,0.875,0.0,0.024175,0.816667,0.002555,0.052147,0.017824,0,0,1,0.8232558139534883,unverified_generated
88a56ca7f2b04316f8362bc2feaab6a6ee2dc99d481ac1a1a66ade2af214d35e,0.84098,1.0,0.857143,0.625,0.857143,0.0,0.052712,0.839286,0.060877,0.078496,0.018762,0,1,0,0.5142857142857142,unverified_generated
677e417e873e86feed7dc2b8f3065f2a8e960a15604a65b987c717055b50f546,0.866948,1.0,1.0,0.333333,1.0,0.0,0.010556,0.866667,0.009973,0.01392,0.007775,-1,-1,-1,0.8634538152610441,unverified_generated
e59caaf5832721692263f1f16f1771e6246f4e8e541a26de417f8b27c41bd679,0.940103,1.0,1.0,0.7,1.0,0.0,0.008614,0.94,0.008811,0.003575,0.013457,1,-1,1,0.9302325581395349,unverified_generated
45f0d5bfa98f76175d65b2a853b5912592c2cbaf725a65d0d191e254dd37e59d,0.939349,1.0,1.0,0.642857,1.0,0.75,0.005231,0.928571,0.006878,0.008007,0.000807,-1,1,0,0.8875562218890555,unverified_generated
e7ab768c3ea4894a206b07066505d4234795945aad1503991b9d8a3bb4146fde,0.933907,1.0,1.0,0.666667,1.0,0.0,0.043047,0.933333,0.053363,0.046041,0.029737,0,0,-1,0.6515679442508711,unverified_generated
40e9cd1e182e2338fc155460451b5af6b764165fd1bfe4c1bf5c2f819c5d6d4f,0.83508,1.0,1.0,0.166667,1.0,0.0,0.052411,0.833333,0.04646,0.088596,0.022178,1,-1,0,0.44642857142857145,unverified_generated
1a44e8d3fd9c353fb645f5d8ebbf2744115dc6f4decd383df0850bcd91db089d,0.840431,1.0,1.0,0.2,1.0,0.0,0.013473,0.84,0.009635,0.024398,0.006385,0,1,-1,1.0352303523035231,unverified_generated
f615db457d0dc29f07adeddc716b830619dff448bc91ae25a461ed1d4fca0cd9,0.840986,1.0,1.0,0.2,1.0,0.0,0.030822,0.84,0.037819,0.054013,0.000635,0,0,-2,0.9821428571428571,unverified_generated
a874071faf7a321e120a908b2c5b2eb73166225160a77b264cad91358d94f727,0.90973,1.0,1.0,0.545455,1.0,0.0,0.035162,0.909091,0.013947,0.06712,0.024418,0,2,1,0.21031207598371776,unverified_generated
37708c63c215f5b26ee82c6f5f168831b90fc4d0b0f8e9c79cde0e5f523a18de,0.839564,1.0,0.857143,0.333333,1.0,0.0,0.045373,0.838095,0.042605,0.091311,0.002204,0,0,-1,0.9318181818181818,unverified_generated
77beaa06bbc6d8705d04eb5f29cbd63fdf8c5285192abc7c00055f0afc72d62c,0.895798,1.0,0.875,0.6,1.0,0.0,0.037988,0.895,0.024908,0.055444,0.033611,1,-2,0,0.7789115646258503,unverified_generated
4a58878f945de6c33bb8812e914216b3701250250fbb80fd279d48bc8c3aa9a2,0.829809,1.0,1.0,0.142857,1.0,0.0,0.036102,0.828571,0.023291,0.050115,0.034901,0,-1,-1,1.1326530612244898,unverified_generated
3a3f3a8d7dd63eaef2ff73593ac043fe32f1e380ba12284d8c6e58bbe61be224,0.940161,1.0,1.0,0.7,1.0,0.0,0.013433,0.94,0.000787,0.023171,0.016342,-1,-5,-2,0.13468634686346864,unverified_generated
57ff16715ebd57f4a6f32299d68069babf499dcb5939df90454ad2d58da3800a,0.86785,1.0,1.0,0.333333,1.0,0.0,0.044392,0.866667,0.090213,0.040925,0.002038,1,2,0,0.698019801980198,unverified_generated
e66300fe6baaade73ba5293e02e299ac3803a13f58fe7cefe331d6aad6226972,0.920838,1.0,1.0,0.6,1.0,0.0,0.052344,0.92,0.026544,0.108618,0.021869,0,0,1,0.6928104575163399,unverified_generated
8c17bd4c7ed6026b27a3323b917b9a8d898dcbad31efb364a6855cbeb3130a65,0.914901,1.0,1.0,0.571429,1.0,0.0,0.03587,0.914286,0.031411,0.047042,0.029156,0,2,1,0.8321513002364066,unverified_generated
331c3060c0568152278ed22a0caa61cbed3a26ae435018a20e9e0324c1815be2,0.925425,1.0,1.0,0.625,1.0,0.0,0.028353,0.925,0.063359,0.014054,0.007647,1,-1,0,0.4296875,unverified_generated
de8c52132cb658c325859caddc98a91487d7a7cc1af5143cd42198fbe970d8f6,0.891753,1.0,1.0,0.454545,1.0,0.0,0.038665,0.890909,0.0316,0.054224,0.03017,0,-1,-1,0.9111570247933884,unverified_generated
8f74753a9f007ee05f3c9f983821f3c73e8402af1f8edd577507b69eaceeac07,0.880701,1.0,1.0,0.4,1.0,0.0,0.02922,0.88,0.009632,0.034092,0.043935,0,-2,-2,0.3237704918032787,unverified_generated
aa158e37cb8812325622b9f343868b23d76444bff33d16de6fd9242885decd1f,0.914575,1.0,1.0,0.571429,1.0,0.0,0.016896,0.914286,0.003072,0.045332,0.002283,0,0,-1,0.5698630136986301,unverified_generated
674b8c4a3c534e7e0e9e6a3e7f3da77670838d2ee8189b5b83d65901ed4c2890,0.925515,1.0,1.0,0.625,1.0,0.0,0.034348,0.925,0.002234,0.056686,0.044125,0,-3,0,0.6512059369202227,unverified_generated
43b784bdacac54b4cb780ec5b2324d822664dc9fa7e849ddc13389ca11c676c2,0.886883,1.0,1.0,0.428571,1.0,0.0,0.051115,0.885714,0.053256,0.087574,0.012516,0,-1,1,0.7119047619047619,unverified_generated
3ccb29f5445f604679d8daf2b5044cf7df33e97f80b089aa8a7e74ebf2539fbd,0.867741,1.0,1.0,0.333333,1.0,0.0,0.040304,0.866667,0.002048,0.089438,0.029426,0,1,1,0.8813559322033898,unverified_generated
5b2435ad08684086209bbc356d71889da77454dcb6671848ad0995d1b1fd30f1,0.917836,1.0,1.0,0.583333,1.0,0.0,0.070155,0.916667,0.075998,0.102668,0.031798,-1,1,0,0.7593283582089553,unverified_generated
19264e4ca8223f2067e0ab1c4d0b8f483b42e4f38982cd0d4cf9f433a7adface,0.856291,1.0,1.0,0.5,0.888889,0.0,0.02547,0.855556,0.003445,0.051847,0.021117,0,1,0,0.6784232365145229,unverified_generated
88eeab387e7832be48bd229becb394ee3043fba15dc7c5d7a75891bc1d1653f3,0.800602,1.0,1.0,0.0,0.909091,0.75,0.037613,0.763636,0.06005,0.037914,0.014874,0,0,0,0.9910112359550561,unverified_generated
ead8c737b8c459907c59f5ad5f46b92bddddd0f53a9014ae17a5f2c7263512aa,0.933483,1.0,1.0,0.666667,1.0,0.0,0.011254,0.933333,0.015773,0.014309,0.003681,0,0,-1,0.8697916666666666,unverified_generated
8bd8343155cf4e6da9ee38200c251693dd72c397ec971e4a1933d7fd84d8e6a5,0.850173,1.0,1.0,0.25,1.0,0.0,0.005777,0.85,0.008774,0.000732,0.007824,0,0,1,0.941358024691358,unverified_generated
77cc6c8e154ea5b97f0890375a4ed5f9270e1105b81c1ce0392e8f2c99407fb8,0.842566,1.0,0.875,0.555556,0.888889,0.0,0.028395,0.841667,0.010037,0.061066,0.014083,-1,1,0,1.0633187772925765,unverified_generated
